Wall time,Step,Value
1672124023.082577,5,0.37934410572052
1672124032.538344,6,0.315573513507843
1672124069.888211,10,0.1983766108751297
1672124079.166535,11,0.1600871980190277
1672124097.989907,13,0.15025226771831512
1672124107.079634,14,0.1292629837989807
1672124116.562796,15,0.13987240195274353
1672124135.372219,17,0.14043928682804108
1672124144.657712,18,0.11351179331541061
1672124153.86415,19,0.10303714871406555
1672124163.250793,20,0.09914929419755936
1672124200.464472,24,0.07719612121582031
1672124285.31815,33,0.08107735961675644
1672124294.845929,34,0.0820816308259964
1672124313.441714,36,0.07112477719783783
1672124341.552503,39,0.07812429219484329
1672124350.905805,40,0.06446896493434906
1672124369.727175,42,0.07548685371875763
1672124388.505218,44,0.06103667989373207
1672124397.329419,45,0.06281240284442902
1672124416.39625,47,0.07963614910840988
1672124435.477628,49,0.052209120243787766
1672124444.294553,50,0.07452009618282318
1672124472.320748,53,0.05406872555613518
1672124482.152738,54,0.07061943411827087
1672124491.376965,55,0.0650663897395134
1672124500.886462,56,0.04252392053604126
1672124510.285006,57,0.047644373029470444
1672124538.814786,60,0.03484894707798958
1672124548.467338,61,0.05377481132745743
1672124567.362707,63,0.03780953586101532
1672124586.189277,65,0.04804928973317146
1672124595.758042,66,0.03911866620182991
1672124605.020883,67,0.03606802225112915
1672124614.572819,68,0.032601628452539444
1672124642.922449,71,0.034779760986566544
1672124652.193381,72,0.049597349017858505
1672124661.78369,73,0.04028091952204704
1672124671.515507,74,0.0327896811068058
1672124690.581396,76,0.037423424422740936
1672124718.923543,79,0.04606541618704796
1672124764.040933,84,0.031223619356751442
1672124773.598743,85,0.03200141713023186
1672124782.903681,86,0.037170737981796265
1672124792.459915,87,0.023559676483273506
1672124802.006224,88,0.033691246062517166
1672124811.613313,89,0.03945251926779747
1672124859.152656,94,0.032922305166721344
1672124935.341969,102,0.028319738805294037
1672124964.054889,105,0.027601104229688644
1672124973.30855,106,0.023380808532238007
1672125040.854185,113,0.026861965656280518
1672125068.934549,116,0.02253384329378605
1672125088.012983,118,0.024212012067437172
1672125098.306823,119,0.027079565450549126
1672125108.230645,120,0.04186704009771347
1672125146.423757,124,0.01988949254155159
1672125156.063699,125,0.03850123658776283
1672125165.42113,126,0.0194544717669487
1672125193.224515,129,0.020576046779751778
1672125202.231326,130,0.023584619164466858
1672125228.629785,133,0.04538143053650856
1672125264.02167,137,0.015858793631196022
1672125281.804957,139,0.020869547501206398
1672125299.452232,141,0.02124795876443386
1672125308.137315,142,0.023389572277665138
